,userId,date,window,desc,data,explanation,Algorithm,mID,explain_id,imdbClicked,explain_rate
63,281,2020-04-21T11:17:42,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:121:2:0:5,"This movie is similar to ""The Lord of the Rings: The Return of the King""- a movie that you liked. Both feature Liv Tyler", AE,121,2,0,5
65,281,2020-04-21T11:17:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:2:0:4,"This movie is similar to ""The Lord of the Rings: The Return of the King""- a movie that you liked. Both feature Orlando Bloom", AE,120,2,0,4
66,281,2020-04-21T11:17:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:5:0:4,"You liked ""The Lord of the Rings: The Return of the King"". Other users who liked The Lord of the Rings: The Return of the King", AE,120,5,0,4
67,281,2020-04-21T11:17:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:4:0:3,"This movie has a similar description to ""The Lord of the Rings: The Return of the King"" - a movie that you liked", AE,120,4,0,3
68,281,2020-04-21T11:17:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:1:0:4,This movie is very popular, AE,120,1,0,4
69,281,2020-04-21T11:17:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:7:0:3,Our system predicts that this movie is a good match for you., AE,120,7,0,3
70,281,2020-04-21T11:17:56,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:120:6:0:1,42% of the users who liked the same movies that you liked, AE,120,6,0,1
58,282,2020-04-21T11:31:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:109439:5:0:5,"You liked ""The Hangover Part II"". Other users who liked The Hangover Part II", AE,109439,5,0,5
59,282,2020-04-21T11:31:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:109439:2:0:5,"This movie is similar to ""The Hangover Part II""- a movie that you liked. Both feature Zach Galifianakis", AE,109439,2,0,5
60,282,2020-04-21T11:31:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:109439:3:0:4,Both Bradley Cooper, AE,109439,3,0,4
61,282,2020-04-21T11:31:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:109439:7:0:4,Our system predicts that this movie is a good match for you., AE,109439,7,0,4
63,282,2020-04-21T11:31:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:68718:6:0:4,18% of the users who liked the same movies that you liked, AE,68718,6,0,4
64,282,2020-04-21T11:31:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:68718:5:0:4,"You liked ""The Wolf of Wall Street"". Other users who liked The Wolf of Wall Street", AE,68718,5,0,4
65,282,2020-04-21T11:31:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:68718:2:0:4,"This movie is similar to ""The Wolf of Wall Street""- a movie that you liked. Both feature Leonardo DiCaprio as an actor. Both are of the genre drama.", AE,68718,2,0,4
66,282,2020-04-21T11:31:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:68718:7:0:5,Our system predicts that this movie is a good match for you., AE,68718,7,0,5
67,282,2020-04-21T11:31:49,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:68718:1:0:5,This movie is very popular, AE,68718,1,0,5
72,282,2020-04-21T11:32:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:603:5:0:4,"You liked ""Fight Club"". Other users who liked Fight Club", MF,603,5,0,4
73,282,2020-04-21T11:32:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:603:1:0:4,This movie is very popular, MF,603,1,0,4
74,282,2020-04-21T11:32:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:603:7:0:5,Our system predicts that this movie is a good match for you., MF,603,7,0,5
75,282,2020-04-21T11:32:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:603:6:0:5,32% of the users who liked the same movies that you liked, MF,603,6,0,5
58,283,2020-04-21T11:42:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:2:0:1,"This movie is similar to ""The Dark Knight""- a movie that you liked. Both feature Gary Oldman", AE,49026,2,0,1
59,283,2020-04-21T11:42:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:6:0:5,26% of the users who liked the same movies that you liked, AE,49026,6,0,5
60,283,2020-04-21T11:42:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:5:0:5,"You liked ""The Avengers"". Other users who liked The Avengers", AE,49026,5,0,5
61,283,2020-04-21T11:42:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:7:0:1,Our system predicts that this movie is a good match for you., AE,49026,7,0,1
62,283,2020-04-21T11:42:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:49026:4:0:3,"This movie has a similar description to ""The Dark Knight"" - a movie that you liked", AE,49026,4,0,3
64,283,2020-04-21T11:43:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1726:2:0:2,"This movie is similar to ""The Avengers""- a movie that you liked. Both feature Robert Downey Jr. as an actor. Both are of the genres sciencefiction and action.", AE,1726,2,0,2
65,283,2020-04-21T11:43:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1726:6:0:5,20% of the users who liked the same movies that you liked, AE,1726,6,0,5
66,283,2020-04-21T11:43:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1726:5:0:5,"You liked ""The Dark Knight"". Other users who liked The Dark Knight", AE,1726,5,0,5
67,283,2020-04-21T11:43:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1726:4:0:1,"This movie has a similar description to ""The Avengers"" - a movie that you liked", AE,1726,4,0,1
68,283,2020-04-21T11:43:20,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:1726:7:0:1,Our system predicts that this movie is a good match for you., AE,1726,7,0,1
70,283,2020-04-21T11:43:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:1:0:1,This movie is very popular, AE,550,1,0,1
71,283,2020-04-21T11:43:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:6:0:5,22% of the users who liked the same movies that you liked, AE,550,6,0,5
72,283,2020-04-21T11:43:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:5:0:5,"You liked ""The Matrix"". Other users who liked The Matrix", AE,550,5,0,5
73,283,2020-04-21T11:43:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:550:7:0:1,Our system predicts that this movie is a good match for you., AE,550,7,0,1
76,283,2020-04-21T11:43:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:752:2:0:2,"This movie is similar to ""The Matrix""- a movie that you liked. Both feature Hugo Weaving as an actor. Both are of the genre action.", MF,752,2,0,2
77,283,2020-04-21T11:43:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:752:7:0:1,Our system predicts that this movie is a good match for you., MF,752,7,0,1
78,283,2020-04-21T11:43:59,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:752:5:0:5,"You liked ""The Dark Knight"". Other users who liked The Dark Knight", MF,752,5,0,5
58,284,2020-04-21T12:11:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:83666:2:0:3,"This movie is similar to ""Birdman""- a movie that you liked. Both feature Edward Norton as an actor. Both are of the genres drama and comedy.", AE,83666,2,0,3
59,284,2020-04-21T12:11:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:83666:5:0:5,"You liked ""The Grand Budapest Hotel"". Other users who liked The Grand Budapest Hotel", AE,83666,5,0,5
60,284,2020-04-21T12:11:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:83666:7:0:3,Our system predicts that this movie is a good match for you., AE,83666,7,0,3
62,284,2020-04-21T12:12:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:6:0:4,60% of the users who liked the same movies that you liked, AE,603,6,0,4
63,284,2020-04-21T12:12:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:4:0:2,"This movie has a similar description to ""Interstellar"" - a movie that you liked", AE,603,4,0,2
64,284,2020-04-21T12:12:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:5:0:1,"You liked ""Toy Story"". Other users who liked Toy Story", AE,603,5,0,1
65,284,2020-04-21T12:12:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:7:0:3,Our system predicts that this movie is a good match for you., AE,603,7,0,3
66,284,2020-04-21T12:12:19,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:603:1:0:2,This movie is very popular, AE,603,1,0,2
68,284,2020-04-21T12:12:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10681:5:0:2,"You liked ""Inception"". Other users who liked Inception", AE,10681,5,0,2
69,284,2020-04-21T12:12:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10681:6:0:2,12% of the users who liked the same movies that you liked, AE,10681,6,0,2
70,284,2020-04-21T12:12:37,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:10681:7:0:4,Our system predicts that this movie is a good match for you., AE,10681,7,0,4
72,284,2020-04-21T12:12:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:254320:7:0:4,Our system predicts that this movie is a good match for you., MF,254320,7,0,4
58,286,2020-04-21T12:35:48,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:150540:1:0:5,This movie is very popular, AE,150540,1,0,5
59,286,2020-04-21T12:35:48,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:150540:5:0:5,"You liked ""Big Hero 6"". Other users who liked Big Hero 6", AE,150540,5,0,5
60,286,2020-04-21T12:35:48,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:150540:7:0:5,Our system predicts that this movie is a good match for you., AE,150540,7,0,5
62,286,2020-04-21T12:36:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:5:0:3,"You liked ""Inception"". Other users who liked Inception", AE,14160,5,0,3
63,286,2020-04-21T12:36:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:7:0:4,Our system predicts that this movie is a good match for you., AE,14160,7,0,4
64,286,2020-04-21T12:36:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:1:0:4,This movie is very popular, AE,14160,1,0,4
65,286,2020-04-21T12:36:03,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:14160:6:0:3,24% of the users who liked the same movies that you liked, AE,14160,6,0,3
67,286,2020-04-21T12:36:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:155:1:0:5,This movie is very popular, AE,155,1,0,5
68,286,2020-04-21T12:36:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:155:5:0:5,"You liked ""Inception"". Other users who liked Inception", AE,155,5,0,5
69,286,2020-04-21T12:36:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:155:6:0:3,20% of the users who liked the same movies that you liked, AE,155,6,0,3
70,286,2020-04-21T12:36:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:155:7:0:4,Our system predicts that this movie is a good match for you., AE,155,7,0,4
71,286,2020-04-21T12:36:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:155:2:0:5,"This movie is similar to ""Inception""- a movie that you liked.  Both are of the genre action. Both have the same director Christopher Nolan.", AE,155,2,0,5
73,286,2020-04-21T12:36:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:140607:5:0:1,"You liked ""Deadpool"". Other users who liked Deadpool", MF,140607,5,0,1
74,286,2020-04-21T12:36:45,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:140607:7:0:5,Our system predicts that this movie is a good match for you., MF,140607,7,0,5
76,286,2020-04-21T12:36:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:329865:7:0:5,Our system predicts that this movie is a good match for you., MF,329865,7,0,5
58,287,2020-04-21T12:47:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:210577:1:0:1,This movie is very popular, AE,210577,1,0,1
59,287,2020-04-21T12:47:57,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:210577:7:0:5,Our system predicts that this movie is a good match for you., AE,210577,7,0,5
61,287,2020-04-21T12:48:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:82507:7:0:5,Our system predicts that this movie is a good match for you., AE,82507,7,0,5
62,287,2020-04-21T12:48:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:82507:5:0:5,"You liked ""Insidious"". Other users who liked Insidious", AE,82507,5,0,5
63,287,2020-04-21T12:48:11,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:82507:4:0:1,"This movie has a similar description to ""Prisoners"" - a movie that you liked", AE,82507,4,0,1
65,287,2020-04-21T12:48:16,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:376570:7:0:5,Our system predicts that this movie is a good match for you., AE,376570,7,0,5
58,290,2020-04-21T13:20:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:6:0:3,66% of the users who liked the same movies that you liked, AE,12445,6,0,3
59,290,2020-04-21T13:20:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:3:0:1,Both Rupert Grint, AE,12445,3,0,1
60,290,2020-04-21T13:20:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:5:0:3,"You liked ""Harry Potter and the Deathly Hallows: Part 1"". Other users who liked Harry Potter and the Deathly Hallows: Part 1", AE,12445,5,0,3
61,290,2020-04-21T13:20:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:1:0:3,This movie is very popular, AE,12445,1,0,3
62,290,2020-04-21T13:20:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:4:0:2,"This movie has a similar description to ""Harry Potter and the Goblet of Fire"" - a movie that you liked", AE,12445,4,0,2
63,290,2020-04-21T13:20:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:2:0:1,"This movie is similar to ""Harry Potter and the Order of the Phoenix""- a movie that you liked. Both feature Rupert Grint", AE,12445,2,0,1
64,290,2020-04-21T13:20:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12445:7:0:5,Our system predicts that this movie is a good match for you., AE,12445,7,0,5
66,290,2020-04-21T13:21:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:101299:5:0:2,"You liked ""The Hunger Games"". Other users who liked The Hunger Games", AE,101299,5,0,2
67,290,2020-04-21T13:21:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:101299:6:0:1,24% of the users who liked the same movies that you liked, AE,101299,6,0,1
68,290,2020-04-21T13:21:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:101299:7:0:5,Our system predicts that this movie is a good match for you., AE,101299,7,0,5
69,290,2020-04-21T13:21:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:101299:3:0:2,Both Jennifer Lawrence, AE,101299,3,0,2
70,290,2020-04-21T13:21:36,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:101299:2:0:2,"This movie is similar to ""The Hunger Games""- a movie that you liked. Both feature Jennifer Lawrence", AE,101299,2,0,2
72,290,2020-04-21T13:21:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:2:0:1,"This movie is similar to ""Harry Potter and the Half-Blood Prince""- a movie that you liked. Both feature Rupert Grint", AE,671,2,0,1
73,290,2020-04-21T13:21:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:7:0:5,Our system predicts that this movie is a good match for you., AE,671,7,0,5
74,290,2020-04-21T13:21:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:4:0:2,"This movie has a similar description to ""Harry Potter and the Order of the Phoenix"" - a movie that you liked", AE,671,4,0,2
75,290,2020-04-21T13:21:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:5:0:3,"You liked ""Harry Potter and the Prisoner of Azkaban"". Other users who liked Harry Potter and the Prisoner of Azkaban", AE,671,5,0,3
76,290,2020-04-21T13:21:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:3:0:1,Both Rupert Grint, AE,671,3,0,1
77,290,2020-04-21T13:21:58,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:671:6:0:1,76% of the users who liked the same movies that you liked, AE,671,6,0,1
58,291,2020-04-21T13:33:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:271110:3:0:5,Both Chris Evans, AE,271110,3,0,5
59,291,2020-04-21T13:33:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:271110:4:0:3,"This movie has a similar description to ""Avengers: Age of Ultron"" - a movie that you liked", AE,271110,4,0,3
60,291,2020-04-21T13:33:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:271110:7:0:4,Our system predicts that this movie is a good match for you., AE,271110,7,0,4
61,291,2020-04-21T13:33:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:271110:6:0:3,16% of the users who liked the same movies that you liked, AE,271110,6,0,3
62,291,2020-04-21T13:33:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:271110:2:0:5,"This movie is similar to ""Captain America: The Winter Soldier""- a movie that you liked. Both feature Chris Evans", AE,271110,2,0,5
63,291,2020-04-21T13:33:05,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:271110:5:0:3,"You liked ""Avengers: Age of Ultron"". Other users who liked Avengers: Age of Ultron", AE,271110,5,0,3
58,294,2020-04-21T13:35:50,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:27205:6:0:5,24% of the users who liked the same movies that you liked, AE,27205,6,0,5
59,294,2020-04-21T13:35:50,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:27205:5:0:5,"You liked ""The Lord of the Rings: The Return of the King"". Other users who liked The Lord of the Rings: The Return of the King", AE,27205,5,0,5
60,294,2020-04-21T13:35:50,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:27205:1:0:5,This movie is very popular, AE,27205,1,0,5
61,294,2020-04-21T13:35:50,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:27205:7:0:5,Our system predicts that this movie is a good match for you., AE,27205,7,0,5
63,294,2020-04-21T13:36:02,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:137113:5:0:5,"You liked ""Guardians of the Galaxy"". Other users who liked Guardians of the Galaxy", AE,137113,5,0,5
64,294,2020-04-21T13:36:02,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:137113:7:0:5,Our system predicts that this movie is a good match for you., AE,137113,7,0,5
65,294,2020-04-21T13:36:02,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:137113:6:0:5,20% of the users who liked the same movies that you liked, AE,137113,6,0,5
66,294,2020-04-21T13:36:02,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:137113:2:0:5,"This movie is similar to ""2 Guns""- a movie that you liked. Both feature Bill Paxton as an actor. Both are of the genre action.", AE,137113,2,0,5
68,294,2020-04-21T13:36:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:127585:4:0:5,"This movie has a similar description to ""Avengers: Age of Ultron"" - a movie that you liked", AE,127585,4,0,5
69,294,2020-04-21T13:36:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:127585:6:0:5,22% of the users who liked the same movies that you liked, AE,127585,6,0,5
70,294,2020-04-21T13:36:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:127585:7:0:5,Our system predicts that this movie is a good match for you., AE,127585,7,0,5
71,294,2020-04-21T13:36:10,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:127585:5:0:5,"You liked ""Captain America: The Winter Soldier"". Other users who liked Captain America: The Winter Soldier", AE,127585,5,0,5
73,294,2020-04-21T13:36:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:22:7:0:5,Our system predicts that this movie is a good match for you., MF,22,7,0,5
74,294,2020-04-21T13:36:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:22:2:0:5,"This movie is similar to ""The Lord of the Rings: The Fellowship of the Ring""- a movie that you liked. Both feature Orlando Bloom as an actor. Both are of the genres fantasy and adventure.", MF,22,2,0,5
75,294,2020-04-21T13:36:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:22:3:0:5,Orlando Bloom plays in this movie, MF,22,3,0,5
76,294,2020-04-21T13:36:33,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:22:5:0:5,"You liked ""The Lord of the Rings: The Return of the King"". Other users who liked The Lord of the Rings: The Return of the King", MF,22,5,0,5
78,294,2020-04-21T13:36:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:6:0:5,38% of the users who liked the same movies that you liked, MF,155,6,0,5
79,294,2020-04-21T13:36:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:2:0:5,"This movie is similar to ""Dawn of the Planet of the Apes""- a movie that you liked. Both feature Gary Oldman as an actor. Both are of the genre action.", MF,155,2,0,5
80,294,2020-04-21T13:36:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:7:0:5,Our system predicts that this movie is a good match for you., MF,155,7,0,5
81,294,2020-04-21T13:36:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:1:0:5,This movie is very popular, MF,155,1,0,5
82,294,2020-04-21T13:36:44,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:155:5:0:5,"You liked ""The Lord of the Rings: The Return of the King"". Other users who liked The Lord of the Rings: The Return of the King", MF,155,5,0,5
84,294,2020-04-21T13:37:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:1:0:5,This movie is very popular, MF,121,1,0,5
85,294,2020-04-21T13:37:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:4:0:5,"This movie has a similar description to ""The Lord of the Rings: The Return of the King"" - a movie that you liked", MF,121,4,0,5
86,294,2020-04-21T13:37:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:2:0:5,"This movie is similar to ""The Lord of the Rings: The Return of the King""- a movie that you liked. Both feature Liv Tyler", MF,121,2,0,5
87,294,2020-04-21T13:37:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:5:0:5,"You liked ""The Lord of the Rings: The Fellowship of the Ring"". Other users who liked The Lord of the Rings: The Fellowship of the Ring", MF,121,5,0,5
88,294,2020-04-21T13:37:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:6:0:5,46% of the users who liked the same movies that you liked, MF,121,6,0,5
89,294,2020-04-21T13:37:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:7:0:5,Our system predicts that this movie is a good match for you., MF,121,7,0,5
90,294,2020-04-21T13:37:07,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], MF:121:3:0:5,Both Orlando Bloom, MF,121,3,0,5
62,300,2020-04-21T14:13:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:5:0:1,"You liked ""The Hunger Games"". Other users who liked The Hunger Games", AE,12444,5,0,1
63,300,2020-04-21T14:13:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:4:0:1,"This movie has a similar description to ""Harry Potter and the Chamber of Secrets"" - a movie that you liked", AE,12444,4,0,1
64,300,2020-04-21T14:13:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:7:0:1,Our system predicts that this movie is a good match for you., AE,12444,7,0,1
65,300,2020-04-21T14:13:24,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:12444:2:0:1,"This movie is similar to ""Harry Potter and the Chamber of Secrets""- a movie that you liked. Both feature Rupert Grint", AE,12444,2,0,1
58,302,2020-04-21T14:25:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:207703:5:0:4,"You liked ""Ant-Man"". Other users who liked Ant-Man", AE,207703,5,0,4
59,302,2020-04-21T14:25:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:207703:7:0:4,Our system predicts that this movie is a good match for you., AE,207703,7,0,4
60,302,2020-04-21T14:25:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:207703:2:0:1,"This movie is similar to ""The Dark Knight""- a movie that you liked. Both feature Michael Caine as an actor.", AE,207703,2,0,1
61,302,2020-04-21T14:25:46,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:207703:6:0:3,12% of the users who liked the same movies that you liked, AE,207703,6,0,3
63,302,2020-04-21T14:26:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:6:0:4,26% of the users who liked the same movies that you liked, AE,286217,6,0,4
64,302,2020-04-21T14:26:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:4:0:3,"This movie has a similar description to ""Stardust"" - a movie that you liked", AE,286217,4,0,3
65,302,2020-04-21T14:26:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:7:0:4,Our system predicts that this movie is a good match for you., AE,286217,7,0,4
66,302,2020-04-21T14:26:15,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:286217:5:0:4,"You liked ""Deadpool"". Other users who liked Deadpool", AE,286217,5,0,4
69,302,2020-04-21T14:27:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:4:0:4,"This movie has a similar description to ""The Matrix"" - a movie that you liked", AE,157336,4,0,4
70,302,2020-04-21T14:27:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:2:0:4,"This movie is similar to ""The Dark Knight""- a movie that you liked. Both feature Michael Caine as an actor. Both are of the genre drama. Both have the same director Christopher Nolan.", AE,157336,2,0,4
71,302,2020-04-21T14:27:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:7:0:4,Our system predicts that this movie is a good match for you., AE,157336,7,0,4
72,302,2020-04-21T14:27:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:5:0:4,"You liked ""Inception"". Other users who liked Inception", AE,157336,5,0,4
73,302,2020-04-21T14:27:32,all_explanations, [Algorithm:mID:explain_id:imdbClicked:explain_rate], AE:157336:1:0:4,This movie is very popular, AE,157336,1,0,4
